Twitter Query: #NiUnaMenos lang:es -filter:retweets -filter:replies,,,,,,,,,,,User Details,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
2/11/2019,@CCNews__,Cultura Colectiva News,"Seamos francos, ¿un listón morado hace alguna diferencia? #NiUnaMenos",1094883992162099200,http://bit.ly/2RG1puw,,,1,1,TweetDeck,82030,145,96,✅,2/21/2018,México,Cultura Colectiva News 📰 Contamos noticias que inspiran. Somos la nueva voz de la información. #CCNews,https://news.culturacolectiva.com/,,View
2/11/2019,@IgualdadZGZ,Igualdad Zaragoza,"¿Dónde me pueden ayudar? 🤔 Los teléfonos de atención a la #ViolenciaDeGénero son 📞 016 y 📞 900 504 405 No dejan rastro en el registro de llamadas, atienden en varios idiomas las 24h de los 365 días de año #NiUnaMenos 💜",1094877463652564993,,https://pbs.twimg.com/media/DzHJQB5WsAEZbR1.png,,3,2,Hootsuite Inc.,1036,317,23,,11/24/2017,"Zaragoza, España","Servicio de Igualdad de @zaragoza_es trabaja para fomentar la igualdad de las personas, sin discriminación por razón de género, identidad y orientación sexual.",http://www.zaragoza.es/ciudad/sectores/mujer/,,View
2/11/2019,@vtegregori,ѵίɕεηϯ ɡɾεɡσɾί,"No se quién es este vecino de Palmera, pero se merece un reconocimiento, sin duda un héroe anónimo 👏🏼👏🏼👏🏼👏🏼. GRACIAS. #Gandia #lasqueremosvivas #NiUnaMenos #heroeanonimo",1094873074606981121,,https://pbs.twimg.com/media/DzHFQJ8WkAAMirL.jpg,,3,1,Twitter for iPhone,2476,1598,37,,7/20/2011,Gandia,"Concejal de @aj_gandia. Secretario General de @popularesgandia. El que piensa positivo, ve lo invisible, siente lo intangible y logra lo imposible.",,,View
2/11/2019,@feminicidio,Feminicidio·net,"#Feminicidio de Alcalá: la congelación del cuerpo de Daría impide hacerle la autopsia El descuartizador, que estuvo más de un año conviviendo con el cuerpo en el congelador, se negó a declarar #NiUnaMenos",1094868649330991104,https://www.abc.es/espana/madrid/abci-crimen-alcala-congelacion-cuerpo-daria-impide-hacerle-autopsia-201902100140_noticia.html,,,39,11,TweetDeck,74721,3179,1022,,2/8/2011,Madrid,"Noticias con perspectiva feminista, cursos online y base de datos del feminicidio en España. http://www.feminicidio.net | http://www.geoviolenciasexual.com",http://www.feminicidio.net,,View
2/10/2019,@ZgzFem,Zaragoza Feminista,A quien matará esta semana la #ViolenciaMachista ? A tu vecina? A tu compañera de trabajo o de estudios? A tu hija? A tu madre? A tu hermana? #NiUnaMenos #NosQueremosVivas #8M2019,1094861573166977024,,https://pbs.twimg.com/media/DzG6zDIXgAAZF3l.jpg,,1,1,Twitter for Android,554,1920,5,,1/18/2017,"El Gancho, Zaragoza, España",Cuenta personal y sin relación con la #IJornadasFeministas organizadas por @IgualdadZGZ y @ctxt_es. Enamorada de su cartel y programa. 💜💜💜💜,,,View
2/10/2019,@Niggalgon,Niggalgon 🤴🏽,"Wey, tengo ansiedad cabrón por todo lo que está pasando con la inseguridad de las mujeres en mi ciudad y el puto miedo de no saber si mis hermanas, madre, primas y amigas estén seguras. #NiUnaMenos #HeForShe",1094855825624043521,,,,0,0,Twitter for Android,34,194,0,,4/12/2014,"Juárez, Chihuahua","You made me feel like I was not worth it, and my tears went to you, I looked in the mirror and I was not there, it was all you wanted me to be. -GT",https://www.facebook.com/Mr.Alecks1,,View
2/10/2019,@Emiliaanow,EMILIANO 💙,"La coherencia a la cual nos tienen acostumbrados las pañuelitas. #Niunamenos , (cuando pensas igual) RT @Vickypita__: “Juntas, fuertes, libres y sin miedo!”, a menos que seas provida, ahi si te cagamos a palos y no es violencia, no cuenta. @CieloAbigailV 💙 necesitas mucho amor",1094851899793309696,https://twitter.com/Vickypita__/status/1094218524917145602,https://pbs.twimg.com/media/Dy9x7rHWsAAgiBl.jpg,,0,0,Twitter Web Client,306,1420,1,,8/27/2010,,,https://www.facebook.com/eemilianow,,View
2/10/2019,@Gatopardocom,Revista Gatopardo,Los secuestros y el acoso a mujeres en el metro detonaron una protesta más para pedirle al gobierno federal que trate la violencia de género como emergencia nacional. #NiUnaMenos,1094846037917880320,http://ow.ly/Hbr550l4vRT,,,4,7,Hootsuite Inc.,310300,81,1927,,11/17/2010,México,"Estilo de vida, cultura y periodismo narrativo sobre actualidad latinoamericana. ¡Cumplimos 18 años!",http://www.gatopardo.com,,View
2/10/2019,@tantrum_queen_,Dana,Apenas la conocí ayer y hoy ya no esta con nosotros QEPD 😢 #niunamenos,1094837704624201729,,https://pbs.twimg.com/media/DzGlEwvU0AE1Gmy.jpg,,0,0,Twitter for Android,879,124,4,,9/28/2011,México,❤️,,,View
2/10/2019,@magamundo77,Oscar Esquivel Soto,"Hoy llame a la policía por un agresor que tenía una chica retenida en un apartamento junto a mi casa y la que me atendió me dijo que estuviera tranquilo que mi identidad estaba protegida, que ganas de llorar!!! #NiUnaMenos",1094836134365024256,,,,0,0,Twitter for iPhone,232,393,2,,7/30/2009,,un particular...,,,View
2/10/2019,@VeRojitas,Veronica Rojas,"Mas importante que el Huachicoleo, que las guarderías, que el tren Maya o que el aeropuerto está la violencia contra las mujeres. Hasta cuando va a ser prioridad en la agenda? @lopezobrador_ , @Claudiashein, @M_OlgaSCordero #NiUnaMas #NiUnaMenos #vivasylibresnosqueremos",1094835947886206976,,,,0,0,Twitter for iPhone,27,69,0,,12/8/2011,,,,,View
2/10/2019,@real_cesaar,César Fonseca Elizondo,Recuerde que quién te parió fue una mujer y a quien estás acosando en este momento es a una de ellas. #NoMasAcoso #NiUnaMenos,1094831064495935489,,,,0,0,Twitter for Android,20,107,0,,9/18/2018,"Guanacaste, Costa Rica",Creamos conocimiento y experiencias positivas para un mejor futuro.🚀⏳,,,View
2/10/2019,@MBelenSlobodiab,MariaBelén Slobodian,"Si Dios existe, de seguro estás a su lado, siempre viva en nuestros corazones Gise... Acá todos te vamos a extrañar. #NiUnaMenos #VivaNosQueremos por la ley divina SERA JUSTICIA por vos y por todas las que se fueron!!! RT @miss_soprostol: Aún no creo que veo tus fotos en los medios como una víctima más. Como a una piba más que le arrebataron la vida. Voy a 🔥 todo por vos y por todas. Esta demás decir que NO APARECEN MUERTAS LAS MATAN. NOS MATAN.",1094825898946236416,https://twitter.com/miss_soprostol/status/1094816496088428544,https://pbs.twimg.com/media/DzGRy8MWkAAZnGE.jpg,,0,1,Twitter Web App,585,464,1,,4/9/2014,"Chaco, Argentina",,,,View
2/10/2019,@CarlaGallardin,The Copycat,"Cualquiera que diga que un feminicidio fue porque la chica estaba borracha, era una coqueta sin remedio, estaba mal vestida o era una mamona que rechaza a todos, PUEDE IRSE AL PERRO PORQUE NO HAY NINGUNA EXCUSA QUE JUSTIFIQUE UN FEMINICIDIO. #NiUnaMas #NiUnaMenos",1094825044826619904,,,,2,4,Twitter Web Client,107,156,4,,6/28/2013,Gotham City,"World citizen born in Mexico with quite a passion for traveling, science, and mean memes. Slytherin 🐍. UNAM.",,,View
2/10/2019,@theVanss_,pixicienta,Atacan a Regina diciendo que se acostó con los chef & mil cosas más pero se la pasan publicando #niunamenos wtf #MasterChefMx,1094824344398823424,,,,0,0,Twitter for Android,525,418,1,,10/15/2011,cdmx,,,,View
2/10/2019,@stellaaem_,ن Stella Estrada,Aquí si aplico el #NiUnaMenos 👇🏻 RT @FERNANDOLIMONR:,1094822962656657408,https://twitter.com/fernandolimonr/status/1094818457244389376,https://pbs.twimg.com/media/DzGTlEsU8AAwkw1.jpg,,4,7,Twitter for iPhone,1617,542,11,,12/28/2016,Costa Rica / Nicaragua,Defensora del Amor Puro y Castidad || Costarricense🇨🇷 || Catholic Girl || DiseñoGráfico || Mi voz y mi canto es para Dios,,,View
2/10/2019,@DmqRural,PachakutikRuralDMQ,#VotaTodo18 #NiUnaMenos Queremos un cantón libre de violencia hacia mujeres y niñas.nos comprometemos a generar las ordenanzas y normas que garanticen la aplicación de la Ley Orgánica para la prevención y la erradicación de la violencia contra las mujeres en todo Quito.,1094822527199776770,,,,0,0,Twitter Web Client,4,39,0,,1/18/2019,,Cuenta oficial de candidat@s a concejales de las parroquias rurales de Quito. Lista 18 Pachakutik.,,,View
2/10/2019,@FedeJG,SeHombreNoMacho♂=♀,"""No OBLIGUES a tu HIJA a medir el LARGO de su FALDA. Enseña a tu HIJO que CORTO o LARGO el RESPETO debe ser el MISMO."" #MiraComoNosPonemos #NiUnaMenos #EducaciónSexualIntegral",1094820277043769345,,,,0,1,Twitter Web Client,1153,2508,10,,6/5/2010,,#QueSeaLey el #AbortoLegalSeguroYGratuito; Por que VIVAS y LIBRES las queremos. #SalvemosALasPibas. #SeparaciónDeLaIglesiaDelEstado. #NiUnaMenos. ❤️🧡💛💚💙💜🖤,,,View
2/10/2019,@raquelnovotny,Rach!,"Y después lees comentarios de hombres diciendo ""nosotros también sufrimos violencia y nos matan por un celular"" A NOSOTRAS NOS MATAN POR SER MUJERES. SOLO POR ESO BASTA #NiUnaMenos RT @Lmdiariocomar: CÓRDOBA | #Femicidio: tras una fuerte discusión en una vivienda de #BarrioLaFrance, un hombre le propinó varios disparos a su esposa en frente de su hija, quien intentó protegerla. Luego la sacó agonizante al patio y le disparó en el mentón. Él está...",1094817120695844864,"https://twitter.com/Lmdiariocomar/status/1094810225436180480
https://lmdiario.com.ar/noticia/129984/femicidio-en-cordoba-la-asesino-frente-a-su-hija-y-se-disparo-en-la-cabeza",,,0,0,Twitter for Android,122,432,6,,7/2/2015,Cooordoba ,🔴⚪️🔴 💯 AÑOS GLORIOSOS,,,View
2/10/2019,@dvaleriariv,Valeria🌙,Soy la única que cuando lee cosas de #NiUnaMenos le dan menos ganas de salir de su casa?🥺🥺,1094816805649088512,,,,0,0,Twitter for iPhone,39,81,0,,11/11/2018,,ig: valeriarivera_,,,View
2/10/2019,@DDMexico,Diario de México,¡#NiUnaMenos! .@Claudiashein afirmó que siempre estará de lado de las víctimas y por ello su administración actuó de inmediato ante los casos de intento de secuestro en el @MetroCDMX🇲🇽🤔🚨,1094815793550786562,https://goo.gl/PdLbeb,,,2,1,TweetDeck,14388,1227,333,,12/22/2009,México,Cuenta oficial - Diario de México redaccion@diariodemexico.com,http://www.diariodemexico.com,,View
2/10/2019,@KARLAGINOCCHIO,KARLA GINOCCHIO MUTO,Mujeres como esta me inspiran odio! Que hacemos según ustedes #Niunamenos?????,1094807732954255361,http://atres.red/segsp1,,,0,0,Facebook,167,124,1,,3/21/2010,PERU,CONSECIONARIA - RADIO ESTRELLA - FILIAL CHIMBOTE,,,View
2/10/2019,@KARLAGINOCCHIO,KARLA GINOCCHIO MUTO,Y lo reitero #Niunamenos que hacemos con las hienas bestias que abundan??? Que las defienda su p.madre!!!,1094807268162453504,https://www.facebook.com/1425095572/posts/10218743266159169/,,,0,0,Facebook,167,124,1,,3/21/2010,PERU,CONSECIONARIA - RADIO ESTRELLA - FILIAL CHIMBOTE,,,View
2/10/2019,@wintergirltrash,Annie ❄️,"Hasta ahorita me cae el veinte de que no importa cómo te vistas, si te gusta salir de fiesta a altas horas de la noche, si tomaste un poco más de la cuenta, solo por ser mujer nos ven como un blanco fácil... #NiUnaMenos #NiUnaMás #NoEstasSola",1094806829241167872,,https://pbs.twimg.com/media/DzGJAMWUcAALOnw.jpg,,0,0,Twitter for iPhone,4104,2899,896,,6/12/2010,wonderland,"I don't even know what I'm doing, half the time. Artist. Bookwhore. LIT. Sinnamon Roll in the making. #becausemagic",http://floatinginaseaofstars.tumblr.com,,View
2/10/2019,@KARLAGINOCCHIO,KARLA GINOCCHIO MUTO,Las mujeres pueden ser mounstros terribles por eso el #Niunamenos tiene muchos vacíos.,1094806759477297153,https://www.facebook.com/1425095572/posts/10218743256358924/,,,0,0,Facebook,167,124,1,,3/21/2010,PERU,CONSECIONARIA - RADIO ESTRELLA - FILIAL CHIMBOTE,,,View
2/10/2019,@jjaz_,JessicaG,En las noticias dicen:11 casos de femicidios en lo que va del año. Casos que nos llenaron de indignación. Solo espero que la justicia llegue y las autoridades y la sociedad actuemos #NiUnaMenos #VivasNosQueremos,1094805019113721856,,,,0,0,Twitter Web Client,201,639,1,,5/29/2010,,Dicen q uno siempre vuelve a los viejos sitios donde amó la vida...Ecuador 🇪🇨,,,View
2/10/2019,@enalocmx,ENALOC México,"No estás sola, estamos contigo. #NiUnaMenos #NoEstásSola.",1094804309206814720,,https://pbs.twimg.com/media/DzGGtkbU8AAkx0y.jpg,,1,0,Twitter for iPhone,486,16,2,,1/19/2011,"Pachuca, Hidalgo y CDMX",Escuela Nacional de Locución México,http://www.enaloc.mx,,View
2/10/2019,@eldaamolina,elda molina,Cuando tienes la convicción desde pequeño 👇🏻 #NiUnaMenos,1094802956564590592,,pic.twitter.com/6PzOdDaCfu,,2,8,Twitter for iPhone,44308,7988,93,,11/16/2010,Ciudadana del mundo,Directora de @TelevisaSON y @TelevisaSinaloa . Mujer mexicana que trabaja en 👉📺 con el corazón. Dios es mi guía. Aquí mi opinión es sólo mía.,http://www.eldamolina.com,,View
2/10/2019,@andpal19,Andrea Palma,"Hasta cuándo vamos a seguir naturalizando la violencia de género, tenemos que romper los patrones culturales del patriarcados, #ViolenciaMachista #NiUnaMenos",1094802277334949889,,,,0,0,Twitter for iPhone,242,314,1,,10/22/2011, UIO- Ecuador,• La humanidad debería ser nuestra única raza•,,,View
2/10/2019,@NQVMorelos,Vivas Nos Queremos Morelos,"⚠️#Morelos convocamos Mega Marcha 17 de febrero 2019 #Cuernavaca ⚠️ ¡Vivas Nos Queremos! ¡Decimos basta a la violencia contra las #Mujeres! Nos están secuestrando, desapareciendo y asesinando. #NiUnaMenos ¡Sin miedo, levantamos la voz! Comparte | Difunde | Participa",1094801553192509440,,https://pbs.twimg.com/media/DzGENOIUcAAzyhW.jpg,,21,16,Twitter for Android,20,252,0,,2/10/2019,,"Marcha 17/02/19 | #Cuernavaca #Morelos| Por las que somos, por las que vienen y por las que se han ido injustamente. ¡Alto a la violencia contra las mujeres!",,,View
2/10/2019,@eldaamolina,elda molina,"Muy buen video! DE HOMBRE A HOMBRE 👏👏 “Métete” #NiUnaMenos RT @jgsantoys21: #NoMasViolencia #TodosSomosResponsavles #NiUnaMenos #NiUnaMas es hora de actuar, no permitamos más #Feminicidios @lydiacachosi @compabrigada",1094800971387920384,https://twitter.com/jgsantoys21/status/1094796563556241409,pic.twitter.com/gnl93Rfsqa,,3,4,Twitter for iPhone,44308,7988,93,,11/16/2010,Ciudadana del mundo,Directora de @TelevisaSON y @TelevisaSinaloa . Mujer mexicana que trabaja en 👉📺 con el corazón. Dios es mi guía. Aquí mi opinión es sólo mía.,http://www.eldamolina.com,,View
2/10/2019,@MCLARENRCF1,MclarenRacingF1,"Impunidad fomentada por @AccionNacional ese que ahora apoya #NiUnaMenos RT @MarthaTagle: No, a las Mujeres no las mata la desintegración familiar ni los divorcios, a las mujeres en Mexico las están matando la impunidad, la indolencia y la INEPTITUD #NiUnaMenos #NiUnaMas #AltoAlFeminicidio",1094800527345549313,https://twitter.com/marthatagle/status/1094772208059084801,,,0,0,Twitter for iPhone,2380,1702,30,,10/15/2009,TEXAS,"Aborrezco la envidia y las injusticias,refugiado en Texas x violencia en mi #Tamaulipas ,#México al fin tiene presidente @lopezobrador #AMLO2018",,,View
2/10/2019,@NQVMorelos,Vivas Nos Queremos Morelos,"⚠️#Morelos convocamos Mega Marcha 17 de febrero 2019 #Cuernavaca ⚠️ ¡Vivas Nos Queremos! ¡Decimos basta a la violencia contra las #Mujeres! Nos están secuestrando, desapareciendo y asesinando. #NiUnaMenos ¡Sin miedo, levantamos la voz! Comparte | Difunde | Participa",1094799798387916800,,https://pbs.twimg.com/media/DzGCmskU0AItT8p.jpg,,32,28,Twitter for Android,20,252,0,,2/10/2019,,"Marcha 17/02/19 | #Cuernavaca #Morelos| Por las que somos, por las que vienen y por las que se han ido injustamente. ¡Alto a la violencia contra las mujeres!",,,View
2/10/2019,@DanielkaRuiz25,Danielka Ruíz,"#Nicaragua #LoÚltimo Leída Liseth Brenes de 34 años fue asesinada a cuchilladas por su pareja Luis Castillo, ocurrió en la finca El Cocal, en la comarca El Paraíso, del municipio de Kukra Hill, #CaribeSur #Femicidio #NiUnaMenos",1094799792436322304,,https://pbs.twimg.com/media/DzGCm6KX0AA_zwy.jpg,,0,2,Twitter for Android,404,212,5,,11/17/2010,MANAGUA NICARAGUA,"Comunicadora Social, Periodista en Radio La Primerísima 📻🎙🔊🙋 #Nicaragua",,,View
2/10/2019,@jgsantoys21,Juan Carlos,"#NoMasViolencia #TodosSomosResponsavles #NiUnaMenos #NiUnaMas es hora de actuar, no permitamos más #Feminicidios @lydiacachosi @compabrigada",1094796563556241409,,pic.twitter.com/gnl93Rfsqa,,1,4,Twitter for Android,702,1010,6,,5/29/2014,,"Internet es mucho más que una tecnología. Es un medio de comunicación, de interacción y de organización social.",,,View
2/10/2019,@tatispiciosis,sasha,Por favor compartan #niunamenos @warkentin @jrisco @ChumelTorres @sopitas @WRADIOMexico @lopezdoriga @jrsestaca @SinEmbargoMX @AnjoNava @CartonCalderon @qtf @maca_online,1094795420067340288,,https://pbs.twimg.com/media/DzF-oNfUUAAL_Am.jpg,,0,0,Twitter for iPhone,75,218,0,,1/25/2010,Guanajuato,"Simple,orgullosa,feliz.....",,,View
2/10/2019,@panchitojavier2,FranciscoJavier Mora,El hermano de #Amelia decía q el tipo era violento siempre le pegaba a su hermana y cuando iba la policía no lo podían coger porque estaba en la calle. Tiene q haber un registro de estos violentos q andan por la calle. #TodosSomosAmelia #femicidio #NiUnaMenos #Quito,1094794562772631552,,,,0,1,Twitter for Android,204,611,0,,5/25/2011,Guayaquil-Ecuador,"Licenciado en Tecnologia Medica, especializado en Laboratorio Clinico, en busca de amigos, nuevos retos y experiencias.",,,View
2/10/2019,@marketingddc,Marketing Digital Desde Cero,Acusan a table dance de burlase del movimiento #NiUnaMenos en esta controversial acción publicitaria,1094793662163083266,http://dlvr.it/Qych8D,https://pbs.twimg.com/media/DzF9CI-V4AAr-1b.jpg,,0,0,dlvr.it,172,80,2,,7/17/2018,"Cuauhtémoc, Distrito Federal",Ayudamos a todo aquel que necesiten contenido y educación en temas de #MarketingDigital para mejorar su #CalidadDeVida #Empleo y #Educación,https://www.marketingddc.com,,View
2/10/2019,@ldelacruzortega,Lourdes,"Qué importante es que el personal sea sensibilizado @SeMujeresCDMX @PGJDF_CDMX #Feministas #NiUnaMenos RT @SinEmbargoMX: Yoalli Moreno está desparecida desde el 7 de noviembre de 2018. La menor fue vista por última vez en la calle 16 de septiembre de la colonia Magdalena Culhuacán, en la Alcaldía de Coyoacán, en la CdMx",1094793487847964672,"https://twitter.com/sinembargomx/status/1094791885065994240
https://bit.ly/2MXCmlJ",https://pbs.twimg.com/media/DzF4A7UUYAAtqfj.jpg,,0,0,Twitter for iPhone,123,161,3,,3/16/2015,,"Mi pasión, Directora de CIVIUM Transformación Social AC, Profesión BQR Soluciones SC Seguridad Radiológica",,,View
2/10/2019,@kingsmanway,Elizabeth Salvador,"Con dibujitos a ver si nos entendemos, dedicado a @F98R12210 @leonelrec99 y otros ilustrados de mi tl ;) #Feminismo #VivasNosQueremos #NiUnaMenos vía @pictoline",1094791348295745537,,https://pbs.twimg.com/media/DzF66skWsAIUJzu.jpg,,1,0,Twitter for iPhone,13765,6458,28,,6/28/2015,,"'Si has de volverte loco, vuélvete tu sólo -gritó- pero no trates de inculcar a los niños tus ideas de gitano'' Ursula Iguarán",,,View
2/10/2019,@mdgante,Mariana,En mi facultad hicimos un grupo donde ponemos la zona donde vivimos y un numero celular para que puedan contactarnos/pedir ayuda si nos sentimos inseguras en cualquier parte de la ciudad #Niunamenos,1094784590634315778,,,,0,4,Twitter for Android,297,245,5,,2/4/2012,,civilizadamente desobediente,,,View
2/10/2019,@Mirelle_Mtz,Mirelle Martinez,⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀⠀ Seré breve: En #México a las mujeres nos están matando y nadie hace nada. Sólo somos discurso político. #NiUnaMenos ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀,1094781218611126273,,,,2,1,Twitter for Android,1534,974,23,,8/19/2009,"Cuernavaca, Morelos",Mexicana | guayaba | Wanna be buena persona | Politodóloga | librepensadora | socialdemócrata| #Morelos.,http://las-gradas-del-circo.blogspot.mx/,,View
2/10/2019,@Chikoelektriko,Víctor I. Castro,#Transformacionde4ta Lo que es no tener madre... Se cuelgan de la campaña #NiUnaMenos para decir que en la estación puedes refugiarte en caso de que te sientas en peligro. Pero ponen al (pre)candidato de @PartidoMorenaMx en la imagen. ¿Tiene que estar él ahi?,1094780785901690880,,https://pbs.twimg.com/media/DzFxUQtVAAAbIYk.jpg,,0,0,Twitter for Android,605,1373,9,,4/5/2010,"Tijuana, Baja California","Lic. Comunicación | Periodista | Profesor | Cinéfilo | Ciudadano crítico | Tijuanense | Editor en @EMx_News, @Ruta_664 y @Tijuanaxtijuana",https://www.facebook.com/chikoelektriko,,View
2/10/2019,@cuervabea,bea lopez,Prisión para el hombre que me quiere matar #JusticiaxSol #NiUnaMenos @ferrarigustavo  vía @ChangeorgAR,1094780758512816130,http://chng.it/78qxz552,,,0,0,Twitter for Android,944,2332,7,,7/12/2011,Buenos Aires,"Hincha del mejor: del cuervo!. Amante de la yoga, de la pintura y de @cerati",,,View
2/10/2019,@Manuela_690,Manuela Carrasco,"Es momento de cuidarnos entre tod@s, no permitamos que nos sintamos prisioneros de los delincuentes #todavidavale #NiUnaMás #NiUnaMenos",1094779455745208320,,https://pbs.twimg.com/media/DzFwGxiVsAAtsxw.jpg,,0,0,Twitter for Android,51,43,0,,11/5/2018,,,,,View
2/10/2019,@CorrienteZarate,La Corriente Mujeres Zarate y Lima,"En febrero de 2001, en Miramar, #NataliaFelmann fue secuetrada por un grupo de policías de la bonaerense, con motivo del festejo de cumpleaños de unos de ellos (Grillo), la VIOLARON, la TORTURANRON y la MATARON. Hoy tienen SALIDAS TRANSITORIAS. #NiUnaMenos 💜✋💚",1094777597035249665,,https://pbs.twimg.com/media/DzFuZO6X4AAEV1x.jpg,,0,0,Twitter for Android,51,294,0,,12/24/2018,"Zárate, Argentina","Mujeres peronistas que defendemos el proyecto que nos incluye a todes, por una Patria Justa, Libre, Soberana, democrática y feminista! #HayOtroCamino 💜🇦🇷✌️",,,View
